freelancer_id,project_id,skills_match,experience_years,project_budget,freelancer_rate,availability,previous_rating,interview_score,training_score,accepted
10791,57172,0.316,3,3776,46,0.789,2.98,53.3,76.7,0
10117,51109,0.44,4,8215,30,0.717,2.73,64.9,43.6,0
10866,57846,1.0,5,1994,55,0.638,2.87,89.1,70.3,0
10786,57123,1.0,4,2823,69,0.767,3.07,68.3,72.7,0
10152,51421,0.418,3,4636,56,0.496,4.29,98.6,74.4,0
10269,52499,0.865,2,6608,39,0.729,1.01,39.1,22.3,0
10271,52514,0.666,5,8657,61,0.742,3.49,56.4,32.2,1
10535,54940,0.453,3,3843,70,0.758,3.68,74.1,63.0,0
10323,52971,1.0,2,7322,67,0.68,4.05,88.9,64.4,0
10618,55636,1.0,7,4914,50,0.803,2.07,61.6,35.2,0
10932,58405,1.0,8,7931,54,0.533,3.26,78.0,58.7,1
10190,51759,0.272,4,1281,36,0.817,2.05,18.9,22.6,0
10099,50958,1.0,7,1589,39,0.82,3.07,64.1,50.9,0
10697,56286,0.804,3,8078,48,0.82,2.13,56.0,38.6,0
10182,51681,0.95,9,7368,83,0.547,4.41,89.1,84.1,1
10594,55419,1.0,6,8986,47,0.781,3.5,79.0,64.0,1
10066,50634,0.956,3,3142,52,0.794,2.39,52.9,63.6,0
10959,58659,1.0,4,6728,37,0.769,1.61,44.6,44.0,0
10311,52887,0.162,3,7525,52,0.625,2.27,70.6,34.2,0
10612,55581,0.0,2,6819,25,0.731,1.03,36.5,27.3,0
10136,51262,0.766,0,2047,15,0.989,2.08,23.0,43.6,0
10012,50119,0.836,4,5005,69,0.506,3.56,78.7,93.8,1
10726,56563,0.69,2,4497,23,0.595,2.72,41.6,33.4,0
10745,56743,0.756,3,4132,29,0.848,2.43,44.3,63.8,1
10456,54248,0.24,2,5398,51,0.786,2.77,73.5,77.1,0
10475,54443,0.321,4,4858,68,0.749,4.28,79.4,78.8,1
10879,57936,0.582,5,6842,61,0.462,2.65,53.7,58.9,1
10728,56572,0.631,3,4283,41,0.813,1.76,34.5,50.0,0
10503,54662,0.352,4,1570,46,0.67,3.1,62.5,68.6,0
10969,58742,0.629,3,3324,80,0.747,3.25,74.2,61.7,0
10936,58444,1.0,4,7983,59,0.558,3.3,83.5,78.5,1
10825,57469,0.584,4,5857,48,0.754,3.2,56.3,51.3,1
10423,53917,0.663,2,2225,55,0.56,4.23,95.0,95.2,1
10829,57499,1.0,4,8572,84,0.681,3.26,69.2,63.4,1
10936,58441,0.551,3,7009,68,0.738,3.36,90.5,79.0,0
10567,55210,0.153,4,5700,57,0.651,3.25,64.9,65.0,0
10824,57461,1.0,5,1421,42,0.768,3.03,70.0,47.0,0
10236,52134,0.429,1,8484,53,0.639,2.75,58.4,47.5,0
10125,51173,1.0,12,6903,70,0.673,3.83,83.7,74.7,0
10245,52253,1.0,3,5012,94,0.66,4.11,88.0,90.9,0
10704,56358,0.677,5,2331,55,0.595,2.86,71.6,47.6,0
10327,53017,0.976,2,8967,67,0.555,3.79,75.1,67.2,0
10907,58178,0.169,1,2410,47,0.665,3.24,63.2,51.0,0
10782,57075,0.459,1,6609,56,0.947,2.47,51.3,38.3,0
10009,50093,0.753,8,5416,83,0.635,4.51,86.7,65.1,1
10217,52009,0.295,6,3405,68,0.822,3.75,70.1,78.1,0
10438,54076,1.0,2,2889,78,0.698,3.23,73.8,65.8,0
10657,55943,0.595,3,6106,56,0.759,3.29,50.7,60.4,0
10560,55157,0.904,2,6878,44,0.8,2.47,79.3,42.6,1
10374,53483,0.338,0,1700,32,0.865,2.74,48.3,40.8,0
10540,54979,0.833,4,1439,79,0.626,4.27,95.2,95.9,1
10523,54830,0.456,4,4977,52,0.869,2.6,52.1,44.1,0
10988,58911,1.0,3,3133,71,0.723,3.08,62.7,64.6,1
10562,55168,0.877,3,1602,55,0.73,3.27,65.5,50.2,0
10395,53669,0.258,1,7005,54,0.829,2.16,43.6,53.1,0
10455,54238,0.511,4,6123,73,0.83,3.16,71.3,46.8,0
10561,55163,0.877,1,2738,47,0.878,3.61,59.7,54.3,1
10741,56701,1.0,5,7616,43,0.627,2.96,45.1,65.1,1
10394,53661,0.472,5,2451,71,0.668,4.19,58.9,82.6,0
10690,56226,1.0,4,6751,55,0.721,3.56,77.3,52.2,1
10086,50816,1.0,8,8179,63,0.719,2.9,66.9,41.5,1
10539,54968,0.538,1,5401,40,0.613,3.29,65.6,53.7,0
10065,50619,1.0,7,5217,41,0.812,2.76,69.7,41.1,1
10522,54822,0.849,3,6187,81,0.638,4.62,89.2,97.8,1
10878,57924,1.0,4,2424,60,0.712,3.47,64.2,52.1,0
10991,58932,0.261,2,3765,41,0.867,2.82,50.9,62.0,1
10776,57030,1.0,4,5188,59,0.75,3.11,56.8,63.0,1
10110,51043,0.264,4,5616,68,0.841,3.07,66.2,44.6,0
10626,55710,1.0,3,3958,57,0.706,3.06,71.7,71.2,1
10298,52754,0.153,2,8413,73,0.698,3.16,55.5,42.1,0
10425,53935,1.0,5,4507,68,0.536,4.28,94.4,76.3,1
10679,56135,0.58,4,8034,64,0.501,3.55,78.4,97.0,1
10113,51075,0.515,3,7544,48,0.498,3.58,70.0,68.1,1
10150,51397,0.935,3,2392,55,0.859,2.3,56.0,44.7,1
10771,56986,0.772,5,3198,51,0.763,3.27,64.8,59.5,0
10717,56475,0.475,10,4730,63,0.617,3.82,68.9,70.5,1
10900,58109,0.905,7,2411,98,0.876,3.53,100.0,83.1,0
10018,50180,0.417,2,7162,66,0.663,3.0,71.4,72.7,0
10966,58718,0.737,4,2019,61,0.664,2.78,67.9,53.1,1
10698,56310,0.705,3,2846,40,0.938,3.34,61.8,60.4,0
10838,57582,0.209,1,5749,50,0.71,2.22,55.4,28.7,0
10336,53095,0.36,3,3961,32,0.839,2.13,35.2,27.1,0
10266,52459,1.0,3,3166,42,0.538,2.93,71.1,60.4,0
10426,53951,0.621,2,7291,54,0.791,3.34,46.1,51.0,1
10124,51158,0.28,6,2295,69,0.651,3.42,67.7,72.7,0
10718,56487,0.207,6,3219,55,0.681,2.24,48.6,53.6,0
10163,51533,1.0,7,2413,68,0.619,3.51,78.6,88.5,0
10660,55970,0.42,3,5436,32,0.708,3.3,71.8,67.6,0
10972,58787,0.743,6,7574,58,0.721,3.52,93.4,59.6,1
10656,55931,0.471,4,2389,60,0.489,4.31,92.5,82.6,0
10547,55040,0.864,4,8682,44,0.796,3.0,69.3,56.0,1
10909,58191,0.969,6,6388,60,0.762,2.63,78.2,40.0,1
10264,52442,0.0,0,3322,24,0.706,2.32,42.1,11.8,1
10163,51536,0.845,5,1603,62,0.655,3.31,94.5,85.9,0
10760,56868,0.917,5,5821,72,0.798,3.83,75.5,61.4,0
10374,53488,0.842,2,3935,41,0.966,2.69,41.4,55.0,0
10262,52421,0.893,3,8934,41,0.543,3.41,73.3,47.6,1
10622,55678,0.41,0,2371,49,0.677,2.54,73.3,58.4,0
10712,56427,0.394,6,8948,50,0.657,3.92,70.1,67.7,0
10654,55895,0.963,1,4502,48,0.647,3.85,78.3,56.1,1
10158,51481,0.442,5,1428,60,0.784,3.75,67.6,67.3,1
10400,53721,1.0,7,1686,53,0.757,2.63,74.2,42.9,0
10975,58803,0.56,1,8515,54,0.83,2.66,49.4,45.1,0
10992,58943,0.915,0,4016,50,0.879,2.0,46.1,40.1,0
10288,52651,0.757,2,2561,80,0.457,3.41,89.2,66.4,0
10211,51953,0.329,0,7121,41,0.76,2.08,44.1,52.6,1
10333,53064,0.868,1,2086,46,0.713,2.11,62.4,32.8,0
10394,53650,0.888,9,4729,56,0.733,3.55,63.4,67.0,1
10124,51164,0.767,1,1145,68,0.736,3.2,76.4,68.9,0
10739,56671,1.0,6,4768,55,0.574,4.05,76.7,69.0,1
10617,55618,0.873,4,7505,46,0.533,3.59,61.6,78.9,1
10244,52234,0.462,5,2736,82,0.544,3.91,83.4,71.5,0
10394,53654,0.381,2,4619,66,0.8,4.6,75.2,79.9,0
10758,56852,0.185,2,7507,28,0.845,2.5,60.2,37.2,0
10852,57709,0.511,3,4494,54,0.572,3.89,66.1,81.9,0
10173,51599,1.0,2,4789,40,0.831,1.85,37.1,34.2,1
10736,56627,0.401,3,4688,68,0.71,3.42,68.5,56.4,1
10029,50301,0.392,3,1201,68,0.566,3.29,98.8,80.5,0
10315,52914,0.267,5,2609,58,0.539,2.25,73.2,41.3,0
10823,57442,1.0,4,3685,65,0.627,3.26,68.3,67.9,1
10345,53167,1.0,3,8151,57,0.8,3.61,74.1,100.0,0
10359,53313,0.683,9,5310,40,0.686,3.41,79.4,73.1,0
10239,52178,0.273,3,5672,79,0.542,3.61,72.4,74.5,0
10146,51360,0.766,9,8041,49,0.642,2.46,69.8,36.2,0
10757,56841,0.605,0,5908,76,0.956,2.87,42.4,48.1,0
10691,56235,0.893,1,1389,31,0.75,2.5,59.6,45.5,0
10494,54587,0.486,6,2067,57,0.641,3.22,58.0,56.5,0
10050,50487,1.0,9,8319,71,0.613,4.11,98.8,81.3,1
10653,55894,0.34,1,8572,47,0.713,2.95,62.6,55.4,0
10762,56908,0.319,4,8691,64,0.729,3.22,71.3,59.9,0
10123,51153,0.939,1,8697,26,0.722,2.2,30.5,35.0,0
10432,53995,0.378,1,5011,51,0.703,3.34,66.9,64.7,0
10366,53394,0.45,4,5792,40,0.696,2.68,53.1,76.6,0
10699,56323,0.991,3,2707,54,0.549,3.18,83.3,77.2,0
10967,58735,0.516,3,5739,40,0.601,2.77,58.6,46.2,0
10742,56709,1.0,9,6597,77,0.647,4.15,87.0,80.7,1
10513,54746,0.222,4,7761,58,0.736,3.22,72.4,83.8,0
10069,50666,0.565,4,4899,68,0.594,3.24,73.2,76.4,0
10416,53834,0.359,1,6149,25,0.69,2.42,44.9,51.5,0
10821,57421,0.289,7,7800,67,0.645,3.36,82.2,50.8,0
10067,50643,0.938,4,2083,59,0.638,2.84,74.2,60.1,0
10018,50177,0.19,5,5301,64,0.61,2.5,71.0,77.8,1
10989,58921,0.085,2,4718,29,0.717,1.58,33.0,27.4,1
10324,52993,1.0,6,4987,68,0.508,3.35,83.9,78.7,1
10083,50787,0.891,3,2970,65,0.701,3.33,75.8,60.1,1
10559,55144,1.0,5,1600,74,0.597,3.76,100.0,84.0,0
10513,54754,0.285,3,5684,62,0.824,3.26,72.8,65.1,0
10316,52927,0.948,5,2415,31,0.793,2.73,59.1,34.3,1
10009,50092,0.957,4,2319,68,0.527,3.79,88.5,84.4,1
10501,54642,0.654,0,3520,43,0.858,2.28,69.1,49.3,0
10508,54709,0.779,4,1948,48,0.676,2.5,70.4,43.3,0
10792,57179,0.641,6,7331,57,0.795,3.44,71.5,59.7,1
10213,51972,0.108,1,1346,23,0.782,1.51,39.5,20.5,0
10055,50531,0.989,1,4875,57,0.629,2.65,57.6,36.2,0
10104,50997,0.397,1,8003,46,0.865,2.4,46.9,60.4,0
10435,54051,0.655,2,8386,45,0.555,2.99,76.2,73.3,1
10374,53482,0.991,3,2411,45,0.941,2.98,44.3,48.5,1
10153,51428,0.448,2,3433,76,0.517,4.04,89.3,90.4,0
10816,57374,0.172,1,5977,28,0.744,2.16,44.5,25.6,0
10364,53366,0.371,4,4928,53,0.507,3.97,85.2,87.9,0
10544,55013,0.258,1,1887,61,0.693,2.96,72.9,76.4,0
10513,54751,0.978,5,2632,60,0.768,3.2,76.1,79.0,0
10297,52730,0.457,4,5017,60,0.645,2.99,70.0,65.3,0
10386,53591,0.868,2,4874,35,0.774,2.65,38.7,38.6,0
10461,54303,1.0,2,2506,69,0.731,4.34,72.8,80.5,1
10310,52871,0.503,7,3734,79,0.648,3.65,86.4,98.9,0
10243,52215,0.997,6,8660,65,0.722,3.6,71.8,66.0,1
10708,56390,0.304,2,1387,51,0.658,3.7,68.3,59.6,0
10937,58461,0.456,1,3007,50,0.746,2.3,63.0,45.2,0
10074,50695,0.863,7,5342,58,0.632,3.7,80.9,71.2,0
10495,54594,0.297,2,8328,43,0.891,1.77,41.4,32.9,1
10188,51739,0.624,1,3604,50,0.829,1.75,35.7,38.5,0
10015,50168,0.998,3,5205,51,0.776,2.58,56.3,46.3,1
10436,54057,0.25,2,3466,47,0.955,1.81,33.9,35.9,0
10794,57200,1.0,6,5436,59,0.619,3.62,76.1,75.3,0
10389,53615,0.379,6,2087,75,0.644,3.81,68.9,76.3,0
10597,55439,0.816,3,7688,70,0.674,3.95,89.9,67.4,1
10434,54023,0.892,2,2446,43,0.897,2.2,49.5,43.9,0
10860,57785,0.962,1,2220,31,0.831,2.43,70.4,56.8,1
10469,54380,0.355,3,8787,61,0.649,3.87,67.3,57.0,1
10604,55514,0.905,6,2583,72,0.678,3.68,71.8,80.0,0
10621,55669,0.159,2,4029,47,0.737,2.05,63.6,47.0,0
10713,56433,0.166,6,7604,29,0.526,2.21,49.1,60.6,0
10845,57660,0.941,4,1463,49,0.631,3.38,79.9,56.2,0
10656,55928,0.586,6,6507,77,0.467,4.61,94.7,83.9,0
10670,56049,1.0,4,4488,79,0.59,3.92,84.1,99.1,1
10625,55698,0.871,2,1099,46,0.793,2.36,45.1,40.9,0
10310,52869,0.896,5,8847,69,0.597,3.91,92.0,86.7,0
10010,50101,1.0,1,4026,36,0.754,2.48,66.8,41.2,1
10569,55232,0.685,2,8567,23,0.943,2.66,60.2,30.9,1
10509,54716,1.0,5,3724,63,0.725,3.71,91.6,94.0,1
10829,57505,0.423,5,6811,73,0.641,3.54,76.9,65.5,0
10284,52621,0.533,6,6085,45,0.565,3.59,64.8,67.3,0
10921,58305,0.719,1,3884,47,0.836,2.11,51.2,40.8,1
10251,52320,0.831,2,5007,57,0.808,2.97,74.4,60.7,1
10156,51466,1.0,4,4179,47,0.634,2.55,56.9,61.2,0
10423,53919,1.0,4,1491,72,0.513,3.61,100.0,92.0,1
10188,51745,0.134,7,7457,27,0.826,2.08,36.5,42.7,0
10497,54611,0.536,8,7566,74,0.523,4.23,90.7,76.2,0
10533,54915,0.286,1,2663,53,0.685,3.24,74.1,68.1,1
10947,58547,1.0,10,2458,37,0.622,2.34,41.0,52.3,0
10932,58407,0.669,7,2632,61,0.591,3.59,77.2,70.7,0
10708,56384,0.333,2,3859,64,0.628,3.46,60.9,66.8,0
10920,58304,0.461,2,2335,45,0.81,2.69,45.2,55.9,0
10425,53943,1.0,6,8680,70,0.452,4.01,85.6,82.8,1
10607,55533,1.0,7,6169,61,0.637,4.31,95.7,70.3,1
10892,58026,0.929,2,949,31,0.967,1.69,45.0,40.7,0
10939,58482,1.0,6,5246,69,0.871,3.72,67.3,69.2,0
10234,52122,1.0,5,2778,62,0.533,4.03,76.3,63.8,1
10753,56808,0.327,3,6141,52,0.646,2.55,78.2,55.9,0
10795,57208,0.762,6,6904,50,0.481,2.77,67.9,63.7,0
10469,54377,0.39,7,1455,70,0.644,3.85,82.3,71.2,0
10716,56463,0.501,2,7706,40,0.79,2.51,36.8,50.3,1
10690,56224,0.414,3,4485,53,0.781,3.1,71.7,50.7,0
10129,51204,0.278,5,8592,32,0.71,2.17,44.1,41.9,0
10723,56537,0.79,4,1810,52,0.706,3.76,75.5,46.0,0
10208,51927,0.545,4,3019,41,0.823,1.34,42.6,22.2,0
10656,55919,0.562,9,4520,73,0.478,4.65,87.9,96.1,0
10250,52303,0.194,3,1770,67,0.733,2.85,61.3,60.8,0
10309,52859,0.879,7,8173,26,0.952,2.22,64.5,21.6,1
10282,52604,0.364,7,7495,56,0.418,4.33,100.0,89.7,0
10636,55781,0.533,3,3281,54,0.672,2.77,58.4,66.2,0
10365,53382,1.0,6,5837,58,0.716,3.03,55.6,59.0,1
10086,50806,0.878,4,4095,58,0.779,2.79,69.7,61.3,0
10893,58035,1.0,2,8512,30,0.758,2.31,29.3,35.3,1
10251,52322,0.675,4,8219,59,0.777,3.76,70.1,56.9,0
10370,53455,0.237,1,5365,43,0.729,3.67,71.9,49.3,0
10300,52771,0.55,1,1517,51,0.714,2.22,59.0,31.6,0
10343,53150,0.231,4,6230,77,0.55,4.82,75.3,77.1,0
10133,51243,0.51,3,1722,63,0.605,3.47,62.3,58.4,0
10614,55599,1.0,5,3260,45,0.577,3.37,49.1,63.0,0
10481,54487,0.745,7,4414,84,0.595,3.79,89.9,85.4,1
10057,50548,0.332,8,7701,58,0.738,3.22,59.6,61.4,0
10002,50027,0.136,2,4458,60,0.71,3.59,60.8,73.5,0
10422,53885,0.98,6,8601,61,0.821,3.08,79.5,74.9,0
10311,52883,1.0,1,1972,50,0.653,2.28,56.6,34.8,0
10357,53298,0.637,5,4772,63,0.444,3.52,77.0,74.7,0
10140,51303,0.771,5,7335,46,0.716,2.93,68.7,68.8,1
10737,56644,0.301,4,969,51,0.565,3.55,68.9,62.0,0
10990,58923,1.0,5,6676,75,0.711,2.73,72.0,75.5,1
10131,51222,0.224,1,6180,48,0.632,1.99,31.4,35.9,0
10853,57719,0.264,5,2517,49,0.773,2.32,59.2,46.3,0
10044,50438,0.696,7,5416,44,0.843,2.37,53.1,40.3,1
10751,56794,1.0,5,4347,44,0.82,2.74,54.0,50.4,0
10927,58376,0.573,7,1227,61,0.862,3.57,69.1,59.4,0
10665,56026,0.496,1,6705,52,0.67,3.39,70.9,56.5,0
10515,54766,0.343,10,1932,76,0.45,3.99,97.6,80.7,0
10491,54554,1.0,1,2992,61,0.824,2.32,57.6,71.4,1
10272,52523,0.086,2,8975,44,0.65,2.2,25.3,34.2,0
10956,58630,1.0,6,3570,46,0.675,4.0,76.2,76.9,1
10328,53028,1.0,8,968,44,0.762,2.09,65.4,55.3,0
10032,50327,0.983,4,8398,31,0.802,1.96,52.4,45.9,1
10109,51040,0.181,1,4482,58,0.653,2.27,44.8,36.2,0
10432,53992,0.657,4,4223,60,0.771,3.14,73.8,58.3,1
10747,56762,1.0,5,7721,49,0.548,3.23,81.4,50.4,0
10201,51871,0.685,4,1012,54,0.809,3.47,52.3,51.4,1
10398,53699,0.982,2,5182,30,0.926,1.49,39.5,24.1,0
10055,50535,0.823,4,4701,55,0.624,2.76,58.3,32.7,0
10746,56753,0.915,3,6252,54,0.635,3.44,79.4,60.8,1
10060,50586,1.0,6,7467,87,0.603,4.04,96.0,100.0,1
10991,58925,0.698,1,8742,39,0.808,2.61,58.3,47.6,1
10185,51704,0.185,3,4186,51,0.835,2.8,64.5,59.8,0
10975,58808,0.49,9,2606,51,0.859,2.73,54.7,39.0,0
10900,58110,0.507,6,8272,102,0.687,4.1,95.3,75.2,0
10051,50492,0.368,6,4982,69,0.921,2.78,45.0,52.1,0
10371,53461,0.59,3,4095,44,0.646,2.71,71.1,51.6,0
10712,56413,0.627,6,5875,73,0.535,3.6,68.5,83.3,0
10390,53621,0.533,3,4342,57,0.599,3.41,52.4,34.9,0
10267,52472,0.7,1,5262,37,0.769,0.94,37.0,34.7,1
10791,57171,1.0,10,1327,36,0.698,3.09,57.3,63.2,0
10435,54040,0.704,5,1198,48,0.613,3.84,70.2,80.3,0
10208,51917,0.893,3,3608,29,0.901,1.48,37.2,23.7,1
10251,52317,0.931,0,8113,59,0.776,3.3,74.6,54.8,1
10360,53329,1.0,5,3827,82,0.584,3.57,70.2,68.3,1
10527,54862,0.308,2,1075,56,0.722,3.86,59.1,68.5,0
10361,53338,1.0,1,8040,88,0.625,3.0,84.7,86.8,1
10857,57760,1.0,6,7675,51,0.647,2.88,57.4,56.3,1
10452,54197,0.702,4,1200,40,0.694,2.56,52.3,30.7,0
10039,50398,0.343,3,7373,47,0.659,3.06,71.1,56.3,0
10140,51318,1.0,8,5853,67,0.723,2.53,73.5,71.5,0
10739,56664,0.463,6,1362,78,0.674,4.03,75.3,65.0,0
10012,50122,0.287,6,6903,64,0.526,4.08,83.8,84.7,0
10465,54332,1.0,7,2314,65,0.656,3.36,74.5,74.5,1
10168,51567,0.832,2,8250,68,0.498,3.93,85.0,77.6,0
10215,51985,1.0,3,8377,59,0.724,2.83,76.0,68.0,1
10788,57144,0.434,5,2131,76,0.472,3.32,88.0,83.2,0
10239,52174,1.0,2,4672,79,0.554,4.3,74.9,67.9,1
10785,57108,0.872,2,2479,62,0.591,3.17,56.1,63.6,0
10802,57266,1.0,4,6252,50,0.466,2.79,65.7,46.9,0
10059,50574,0.314,3,7560,38,0.909,1.91,48.4,54.3,1
10568,55226,0.584,4,6797,72,0.514,3.95,79.7,64.7,0
10903,58130,0.498,3,3255,69,0.648,4.07,86.8,81.3,1
10465,54336,0.288,3,2166,62,0.584,3.61,78.8,64.6,0
10534,54933,1.0,3,3660,58,0.907,3.01,66.2,60.5,1
10151,51408,0.976,3,3221,38,0.669,2.91,57.9,54.9,1
10055,50536,0.986,4,8521,57,0.673,2.58,52.9,28.5,0
10804,57291,0.29,1,8835,39,0.779,2.64,54.5,34.6,0
10904,58145,1.0,7,7899,80,0.41,3.82,87.6,86.1,1
10154,51435,1.0,4,2502,71,0.773,2.81,71.6,68.2,0
10301,52778,1.0,3,4409,48,0.553,3.56,66.2,65.3,1
10201,51868,0.761,3,7960,50,0.67,3.21,64.3,38.2,0
10155,51455,0.873,1,8240,47,0.78,2.17,38.3,35.0,1
10839,57592,0.472,3,4382,72,0.504,3.59,100.0,83.3,0
10989,58920,0.66,1,5806,54,0.823,1.95,39.3,23.7,1
10197,51821,0.741,2,1106,34,0.717,2.0,54.9,17.6,0
10004,50052,1.0,6,7868,67,0.528,4.0,75.0,58.4,0
10497,54608,0.798,2,8743,52,0.779,4.24,94.1,88.8,1
10531,54887,0.604,3,2555,78,0.485,4.41,87.4,70.1,1
10048,50470,0.291,4,8610,31,0.973,2.01,44.6,47.7,1
10468,54367,0.978,3,6940,55,0.735,2.79,67.1,39.5,0
10981,58861,0.31,9,5233,81,0.712,3.44,86.5,56.9,0
10580,55322,0.667,0,3716,46,0.92,2.38,50.8,26.5,0
10310,52865,1.0,5,6199,84,0.586,3.54,69.0,76.3,0
10200,51859,1.0,7,3326,81,0.588,4.47,78.5,78.3,1
10816,57384,0.946,2,8821,44,0.705,2.71,38.6,36.1,1
10091,50866,0.575,7,8458,55,0.556,2.8,81.1,94.0,1
10640,55808,0.256,2,5544,43,0.877,2.46,58.4,59.2,0
10987,58902,0.957,3,8232,49,0.801,2.85,58.7,57.3,1
10790,57162,1.0,3,2423,63,0.804,3.38,67.9,65.3,1
10638,55795,0.111,3,4584,44,0.825,2.3,15.5,41.9,0
10562,55171,0.44,4,1649,45,0.864,2.89,63.9,71.1,0
10043,50426,0.335,1,6831,42,0.729,1.94,31.0,13.5,1
10018,50189,0.503,3,7960,66,0.702,3.12,67.2,78.9,1
10757,56838,0.906,3,5028,53,0.987,2.84,43.0,45.0,1
10324,52996,0.628,4,5697,56,0.528,3.52,82.2,86.7,1
10023,50229,1.0,4,1438,40,0.788,2.78,49.5,40.4,1
10882,57950,1.0,7,1499,43,0.703,3.88,68.7,73.6,0
10110,51042,0.247,6,6397,68,0.838,2.63,66.7,65.7,0
10549,55061,0.483,3,4030,25,0.928,2.52,60.6,33.6,0
10938,58470,0.994,4,2972,47,0.866,2.16,43.3,53.1,1
10958,58658,1.0,3,3653,70,0.702,3.24,81.5,62.4,0
10206,51906,0.797,5,8490,48,0.676,2.29,60.5,48.0,1
10871,57890,1.0,3,2268,58,0.712,2.49,62.4,54.8,0
10085,50802,0.11,3,2375,49,0.919,1.64,46.3,42.6,0
10158,51488,0.581,6,3886,64,0.706,3.32,73.2,66.7,1
10768,56956,0.294,8,1809,70,0.698,3.9,77.3,56.2,0
10120,51129,0.833,4,8985,60,0.844,3.55,76.1,57.0,1
10438,54077,1.0,3,6340,67,0.789,3.18,62.5,75.3,1
10242,52209,1.0,5,8221,46,0.657,2.85,70.8,59.6,1
10739,56663,1.0,4,3219,66,0.609,4.18,74.7,73.8,1
10862,57820,0.604,0,6974,72,0.578,3.57,91.4,92.0,1
10985,58887,0.337,2,3856,34,0.925,1.78,20.0,23.0,0
10548,55049,0.391,2,2787,34,0.624,1.62,38.4,54.0,0
10544,55012,0.529,3,3797,46,0.749,3.0,72.3,65.5,0
10956,58639,0.389,7,5523,65,0.595,4.14,80.8,68.0,0
10236,52145,0.34,1,2814,62,0.712,2.54,53.1,46.5,0
10658,55958,0.46,1,6623,30,0.802,1.76,52.8,35.9,0
10177,51633,1.0,6,5473,72,0.635,3.4,89.5,91.3,1
10739,56673,0.633,6,8893,69,0.649,3.43,80.1,72.2,1
10433,54014,0.498,4,7353,85,0.632,4.04,89.8,84.3,0
10014,50157,0.422,5,2096,29,0.578,4.16,81.8,69.1,0
10746,56755,1.0,3,8002,66,0.84,3.7,85.3,50.2,1
10433,53998,1.0,7,4822,74,0.691,4.1,85.4,57.8,0
10656,55934,0.411,3,8495,54,0.51,4.9,92.8,81.7,1
10642,55814,0.47,5,2173,86,0.911,3.71,90.9,88.7,0
10476,54447,0.793,4,1459,45,0.791,2.57,54.0,72.4,0
10459,54299,0.395,9,3318,64,0.584,3.85,76.9,27.6,0
10712,56415,0.805,6,1460,66,0.641,3.4,71.3,63.3,1
10492,54563,1.0,5,8418,58,0.734,3.4,73.4,45.5,1
10494,54588,1.0,2,5536,48,0.657,3.22,53.2,59.5,1
10429,53970,1.0,3,4400,47,0.504,3.4,63.2,62.5,1
10843,57637,0.179,3,4494,23,0.721,2.35,48.6,44.1,0
10328,53027,0.701,1,3075,53,0.762,2.63,71.1,59.5,0
10988,58906,1.0,3,8841,67,0.801,2.7,64.2,65.7,1
10585,55362,0.251,2,1003,76,0.73,4.0,82.4,75.8,0
10305,52826,0.173,2,8948,48,0.655,3.35,62.8,62.1,0
10089,50848,0.334,1,4833,60,0.841,3.38,80.5,63.3,0
10831,57524,0.734,7,1892,56,0.588,3.74,79.1,80.2,0
10970,58752,1.0,5,2540,62,0.597,4.12,85.6,77.5,0
10079,50757,0.246,5,4057,66,0.743,3.25,71.2,59.0,0
10894,58037,0.298,5,8355,51,0.586,3.29,62.8,54.3,1
10822,57424,0.843,3,2333,63,0.655,4.4,69.0,74.6,1
10928,58380,0.617,8,7640,54,0.562,4.4,85.8,77.7,1
10988,58916,0.366,0,4614,71,0.802,3.02,58.4,54.9,0
10224,52062,0.573,2,3749,51,0.687,3.23,65.6,43.7,0
10057,50550,0.926,1,6380,68,0.787,3.5,73.0,51.2,1
10487,54536,0.993,4,4219,52,0.682,3.17,72.0,51.6,1
10841,57626,0.21,1,5598,38,0.734,2.84,50.8,43.1,0
10887,57989,0.298,2,1228,70,0.519,2.94,74.6,63.5,0
10503,54668,0.813,2,8335,50,0.628,2.8,61.1,65.4,0
10531,54903,0.678,9,1540,64,0.395,4.21,85.8,70.6,0
10135,51260,1.0,7,964,78,0.538,3.87,93.7,86.1,1
10702,56337,0.318,4,1886,38,0.784,2.24,51.0,40.5,0
10907,58175,0.262,2,5067,50,0.656,2.72,59.4,47.7,0
10706,56374,0.826,6,2123,48,0.813,2.85,62.5,45.7,1
10107,51025,0.88,2,3625,20,0.981,2.11,39.4,20.5,0
10079,50753,0.732,9,8076,48,0.744,3.28,64.3,68.8,1
10500,54626,0.211,4,8707,46,0.88,1.88,37.5,26.8,1
10829,57503,0.373,5,2511,67,0.758,3.52,70.3,67.2,0
10211,51952,0.433,0,908,29,0.67,2.05,34.5,30.1,0
10829,57506,0.994,5,3850,63,0.711,4.05,65.5,76.6,1
10035,50352,1.0,3,7549,33,0.928,2.0,44.8,39.5,1
10160,51512,1.0,2,7106,72,0.864,3.26,54.4,52.4,0
10661,55975,0.201,0,4103,40,0.873,1.92,35.4,30.1,0
10522,54819,0.886,2,3766,85,0.652,4.09,91.5,83.1,0
10305,52827,0.877,6,2594,41,0.822,2.66,53.7,60.7,1
10074,50702,1.0,6,3374,62,0.584,4.1,79.5,79.7,1
10935,58425,0.26,2,2058,43,0.881,2.32,47.2,42.3,0
